employee_name,employee_code,on_date,status,status_code,remarks,seed_id
Alok Kumar,AFSM-001,2025-09-11,Present,0,Generated default Present: no absent/halfday mark,61d0ea61-f3e9-5e3e-8a0d-71f164171bb0
Alok Kumar,AFSM-001,2025-09-12,Present,0,Generated default Present: no absent/halfday mark,78a146d0-1f3f-533b-a54b-9794a419a324
Alok Kumar,AFSM-001,2025-09-13,Present,0,Generated default Present: no absent/halfday mark,f4b011a6-91cb-5d35-90e9-4b12633d92f8
Alok Kumar,AFSM-001,2025-09-14,Present,0,Generated default Present: no absent/halfday mark,85f656c1-99a2-56fe-8240-850262f1d732
Alok Kumar,AFSM-001,2025-09-15,Present,0,Generated default Present: no absent/halfday mark,14c54b6c-823c-515c-9562-f63ffbc806b8
Alok Kumar,AFSM-001,2025-09-16,Present,0,Generated default Present: no absent/halfday mark,0aabca4b-1339-50a3-b5df-e18697639eec
Alok Kumar,AFSM-001,2025-09-17,Present,0,Generated default Present: no absent/halfday mark,ddc8d814-6147-5485-be18-a116bf41c8b1
Alok Kumar,AFSM-001,2025-09-18,Present,0,Generated default Present: no absent/halfday mark,f821436e-f898-538b-9bf7-403b49b80271
Alok Kumar,AFSM-001,2025-09-19,Present,0,Generated default Present: no absent/halfday mark,67af4c79-6b7a-551b-ab66-0c632f48d2fa
Alok Kumar,AFSM-001,2025-09-20,Present,0,Generated default Present: no absent/halfday mark,e5966dbf-bd3d-55d0-8fa0-63589979dd29
Alok Kumar,AFSM-001,2025-09-21,Present,0,Generated default Present: no absent/halfday mark,5d197e6c-986f-5b53-a959-cd94c2a80caf
Alok Kumar,AFSM-001,2025-09-22,Present,0,Generated default Present: no absent/halfday mark,939bfec3-9ba1-534b-98b1-9d91aea45e7f
Alok Kumar,AFSM-001,2025-09-23,Present,0,Generated default Present: no absent/halfday mark,9048c027-5a05-513c-b5bf-1a26e0bd50ad
Alok Kumar,AFSM-001,2025-09-24,Present,0,Generated default Present: no absent/halfday mark,4cdb1b95-a0bb-506d-b0cb-312f6e75d211
Alok Kumar,AFSM-001,2025-09-25,Present,0,Generated default Present: no absent/halfday mark,37b58b4a-2d2f-55e3-bc5e-20b7df414903
Alok Kumar,AFSM-001,2025-09-26,Present,0,Generated default Present: no absent/halfday mark,f1cc2915-c18c-5649-869b-8819c0786359
Alok Kumar,AFSM-001,2025-09-27,Present,0,Generated default Present: no absent/halfday mark,3a468bdd-83c3-5efd-b27a-0e2b9e2246aa
Alok Kumar,AFSM-001,2025-09-28,Present,0,Generated default Present: no absent/halfday mark,d35a8f0c-831b-58a6-8238-01e06d263e5f
Alok Kumar,AFSM-001,2025-09-29,Present,0,Generated default Present: no absent/halfday mark,5b1ff622-6f0a-5d7f-bac9-ae357a13f794
Alok Kumar,AFSM-001,2025-09-30,Present,0,Generated default Present: no absent/halfday mark,a4efe660-9fed-537b-abf5-0b0f1161963e
Alok Kumar,AFSM-001,2025-10-01,Present,0,Generated default Present: no absent/halfday mark,4b2e0315-d395-5d68-b909-0bfa604e149d
Alok Kumar,AFSM-001,2025-10-02,Present,0,Generated default Present: no absent/halfday mark,78c8f242-b640-5dd3-ad18-eaab5ba1c0bf
Alok Kumar,AFSM-001,2025-10-03,Present,0,Generated default Present: no absent/halfday mark,004a21b3-661a-54c7-9a82-279354750bab
Alok Kumar,AFSM-001,2025-10-04,Present,0,Generated default Present: no absent/halfday mark,77ae683f-3342-5363-ace8-d46547e38286
Alok Kumar,AFSM-001,2025-10-05,Present,0,Generated default Present: no absent/halfday mark,a512936a-d988-54c0-a84a-ed0f2ab46740
Alok Kumar,AFSM-001,2025-10-06,Present,0,Generated default Present: no absent/halfday mark,faa2485d-429f-5fce-9754-0256bdc184e7
Alok Kumar,AFSM-001,2025-10-07,Present,0,Generated default Present: no absent/halfday mark,15bbde85-d108-5044-9aed-1fc7ba0f73b2
Alok Kumar,AFSM-001,2025-10-08,Present,0,Generated default Present: no absent/halfday mark,518a7d7b-d413-5309-a09a-bedbe7246503
Alok Kumar,AFSM-001,2025-10-09,Present,0,Generated default Present: no absent/halfday mark,b259982f-4816-5863-966e-02b9b353e530
Alok Kumar,AFSM-001,2025-10-10,Present,0,Generated default Present: no absent/halfday mark,f1f6266e-f019-5e92-9ae3-091ed7137813
Alok Kumar,AFSM-001,2025-10-11,Present,0,Generated default Present: no absent/halfday mark,ea17a7e9-bc2d-50b9-a7d0-68aacff11c89
Alok Kumar,AFSM-001,2025-10-12,Present,0,Generated default Present: no absent/halfday mark,2dea9d72-951a-5d26-90eb-112317aa013c
Alok Kumar,AFSM-001,2025-10-13,Present,0,Generated default Present: no absent/halfday mark,ccb4cbf9-5b4a-5a8d-9731-708ce3aefddd
Alok Kumar,AFSM-001,2025-10-14,Present,0,Generated default Present: no absent/halfday mark,5348a050-6cf5-59c2-8fb8-c65fcb8601d2
Alok Kumar,AFSM-001,2025-10-15,Present,0,Generated default Present: no absent/halfday mark,29bb6d49-967b-5f42-b122-8c9238bc054c
Alok Kumar,AFSM-001,2025-10-16,Present,0,Generated default Present: no absent/halfday mark,eac79211-cb16-5f72-8681-02f76b282d28
Alok Kumar,AFSM-001,2025-10-17,Present,0,Generated default Present: no absent/halfday mark,51c3e854-79c3-51c2-8ed3-796426592f88
Alok Kumar,AFSM-001,2025-10-18,Present,0,Generated default Present: no absent/halfday mark,ffea6980-b2ff-55e2-b62f-3a41d1c15d2c
Alok Kumar,AFSM-001,2025-10-19,Present,0,Generated default Present: no absent/halfday mark,1cfab0a1-1af5-50ef-aa0f-df21fdc11f18
Alok Kumar,AFSM-001,2025-10-20,Present,0,Generated default Present: no absent/halfday mark,6e54e5fe-4023-543b-8804-c64ce18d755e
Alok Kumar,AFSM-001,2025-10-21,Present,0,Generated default Present: no absent/halfday mark,b601f270-7c48-55be-afff-722dbdd890ff
Alok Kumar,AFSM-001,2025-10-22,Present,0,Generated default Present: no absent/halfday mark,84d800b5-e644-53fc-964c-1f76c1094b8b
Alok Kumar,AFSM-001,2025-10-23,Present,0,Generated default Present: no absent/halfday mark,ef6f0dee-5c1a-54d9-b603-45a67cec013c
Alok Kumar,AFSM-001,2025-10-24,Present,0,Generated default Present: no absent/halfday mark,df44cb5b-dd71-59e1-8a65-62c257cd35e7
Alok Kumar,AFSM-001,2025-10-25,Present,0,Generated default Present: no absent/halfday mark,441ac8cb-ac18-566c-9522-f864aa149bb6
Alok Kumar,AFSM-001,2025-10-26,Present,0,Generated default Present: no absent/halfday mark,78bb4366-0088-53d6-ba60-c85594c01be8
Alok Kumar,AFSM-001,2025-10-27,Present,0,Generated default Present: no absent/halfday mark,d8ca21ef-86b7-5f29-9f68-d4686e6ee527
Alok Kumar,AFSM-001,2025-10-28,Present,0,Generated default Present: no absent/halfday mark,d58ff142-e2ea-58c6-b3ba-07a564a1c1ad
Alok Kumar,AFSM-001,2025-10-29,Present,0,Generated default Present: no absent/halfday mark,fe65723c-f641-5b1f-8be2-be21889ed7c2
Alok Kumar,AFSM-001,2025-10-30,Present,0,Generated default Present: no absent/halfday mark,9adf3536-1883-502c-96ad-2f48ce51d2c4
Alok Kumar,AFSM-001,2025-10-31,Present,0,Generated default Present: no absent/halfday mark,fddaecc9-7371-595a-9caf-50800427bc51
Alok Kumar,AFSM-001,2025-11-01,Present,0,Generated default Present: no absent/halfday mark,e40fe1d8-ee2e-57bf-b61a-6c5041e42d6c
Alok Kumar,AFSM-001,2025-11-02,Present,0,Generated default Present: no absent/halfday mark,e99a5977-9b97-555d-9752-d2d521b03cd9
Alok Kumar,AFSM-001,2025-11-03,Present,0,Generated default Present: no absent/halfday mark,e785e5d0-c4a1-5dcd-aee3-1a11db96899f
Alok Kumar,AFSM-001,2025-11-04,Present,0,Generated default Present: no absent/halfday mark,db91a536-56b0-5bc8-9dac-d25ef42eebb9
Alok Kumar,AFSM-001,2025-11-05,Present,0,Generated default Present: no absent/halfday mark,6ea116a9-4af7-575b-9a49-03cf13b51c72
Alok Kumar,AFSM-001,2025-11-06,Present,0,Generated default Present: no absent/halfday mark,43436583-d781-5ec2-9e58-4bdd9da66a24
Alok Kumar,AFSM-001,2025-11-07,Present,0,Generated default Present: no absent/halfday mark,de660e36-28f6-5abc-bf3f-2c6dba654b1f
Alok Kumar,AFSM-001,2025-11-08,Present,0,Generated default Present: no absent/halfday mark,bea55150-cc0a-520a-93f9-ce11204febaa
Alok Kumar,AFSM-001,2025-11-09,Present,0,Generated default Present: no absent/halfday mark,13c00a50-263b-570e-b8b2-e6a775420a37
Alok Kumar,AFSM-001,2025-11-10,Present,0,Generated default Present: no absent/halfday mark,84fcc7e5-6dd9-5731-9286-2a0ac9c90ecd
Alok Kumar,AFSM-001,2025-11-11,Present,0,Generated default Present: no absent/halfday mark,e78a203c-1b9f-55c5-a3de-d723eda61710
Alok Kumar,AFSM-001,2025-11-12,Present,0,Generated default Present: no absent/halfday mark,aa93c8b3-7de3-5851-b1e1-d012f0958353
Alok Kumar,AFSM-001,2025-11-13,Present,0,Generated default Present: no absent/halfday mark,223c4465-baac-56c7-afde-c0b789030c6f
Alok Kumar,AFSM-001,2025-11-14,Present,0,Generated default Present: no absent/halfday mark,e0556081-4cc7-57f7-9586-721aafc3f482
Alok Kumar,AFSM-001,2025-11-15,Present,0,Generated default Present: no absent/halfday mark,3e1c0bb9-b1d5-5cf1-8957-d4268c79df5a
Alok Kumar,AFSM-001,2025-11-16,Present,0,Generated default Present: no absent/halfday mark,ab91bc5f-7d9d-5d7d-8dd0-e364028f8d8b
Alok Kumar,AFSM-001,2025-11-17,Present,0,Generated default Present: no absent/halfday mark,b5a2aa45-ddde-5a44-9405-d71ac388fbdf
Alok Kumar,AFSM-001,2025-11-18,Present,0,Generated default Present: no absent/halfday mark,06737462-9b37-5045-a30b-4e62d1dbadff
Alok Kumar,AFSM-001,2025-11-19,Present,0,Generated default Present: no absent/halfday mark,32db82b3-b9eb-513b-9e94-6e293923cc3d
Alok Kumar,AFSM-001,2025-11-20,Present,0,Generated default Present: no absent/halfday mark,0190ef13-fba4-5084-aca0-2acfaef9d59d
Alok Kumar,AFSM-001,2025-11-21,Present,0,Generated default Present: no absent/halfday mark,5b3dea23-9ce7-5bed-a177-2387ef21b569
Alok Kumar,AFSM-001,2025-11-22,Present,0,Generated default Present: no absent/halfday mark,45deb851-7ebb-53d8-8485-3554c4ba75ee
Alok Kumar,AFSM-001,2025-11-23,Present,0,Generated default Present: no absent/halfday mark,ae7155ce-22e3-548b-8504-fd8051511ca1
Alok Kumar,AFSM-001,2025-11-24,Present,0,Generated default Present: no absent/halfday mark,5f4b1024-b031-5b78-9109-872b910442f8
Alok Kumar,AFSM-001,2025-11-25,Present,0,Generated default Present: no absent/halfday mark,a9e099f5-a191-5085-8133-b6968a1d85ba
Alok Kumar,AFSM-001,2025-11-26,Present,0,Generated default Present: no absent/halfday mark,62e618c1-0890-5548-a131-ca5e03646ff4
Alok Kumar,AFSM-001,2025-11-27,Present,0,Generated default Present: no absent/halfday mark,88d73eb5-dc67-53f0-abd8-a350f13863f9
Alok Kumar,AFSM-001,2025-11-28,Present,0,Generated default Present: no absent/halfday mark,7e5a2ef6-e220-5d6b-b2c7-0d3c04a1299f
Alok Kumar,AFSM-001,2025-11-29,Present,0,Generated default Present: no absent/halfday mark,4be80a0d-2bd9-56b9-86a5-432f7de64b89
Alok Kumar,AFSM-001,2025-11-30,Present,0,Generated default Present: no absent/halfday mark,e0064135-db73-51bc-8856-b0fb0ef1f868
Alok Kumar,AFSM-001,2025-12-01,Present,0,Generated default Present: no absent/halfday mark,14aa8def-5de2-58db-bd64-ca5eacb32878
Alok Kumar,AFSM-001,2025-12-02,Present,0,Generated default Present: no absent/halfday mark,160a1511-4f1d-5a62-9052-a40f2d38ae9a
Alok Kumar,AFSM-001,2025-12-03,Present,0,Generated default Present: no absent/halfday mark,9728b02f-d509-532b-8ded-641b7c9fe0f1
Alok Kumar,AFSM-001,2025-12-04,Present,0,Generated default Present: no absent/halfday mark,d027c7e4-6791-58e9-a17d-3b8b3fadf449
Alok Kumar,AFSM-001,2025-12-05,Present,0,Generated default Present: no absent/halfday mark,82440ac6-36de-5f38-b56b-6fd6c6c07f8d
Alok Kumar,AFSM-001,2025-12-06,Present,0,Generated default Present: no absent/halfday mark,7d66b6d1-4662-5f0b-950a-5b5b61f8b3e4
Alok Kumar,AFSM-001,2025-12-07,Present,0,Generated default Present: no absent/halfday mark,4a9381e6-5550-55f8-af6d-199f8df7a61b
Alok Kumar,AFSM-001,2025-12-08,Present,0,Generated default Present: no absent/halfday mark,853831cc-5fce-5be4-a8db-312a47579b51
Alok Kumar,AFSM-001,2025-12-09,Present,0,Generated default Present: no absent/halfday mark,6391fd37-62e2-5321-873e-1f09046f1d55
Alok Kumar,AFSM-001,2025-12-10,Present,0,Generated default Present: no absent/halfday mark,34d91576-8cef-58ca-a224-2001e7f512f5
Alok Kumar,AFSM-001,2025-12-11,Present,0,Generated default Present: no absent/halfday mark,8a73e44f-cf38-5ab8-9a5d-17b082753a61
Alok Kumar,AFSM-001,2025-12-12,Present,0,Generated default Present: no absent/halfday mark,64c80ead-b2eb-565e-9344-fbcf12ff4ff0
Alok Kumar,AFSM-001,2025-12-13,Present,0,Generated default Present: no absent/halfday mark,25d53279-5ea7-5e7e-80ee-669fd0469e32
Alok Kumar,AFSM-001,2025-12-14,Present,0,Generated default Present: no absent/halfday mark,0549fed3-8090-565d-8642-e89a66dc305b
Alok Kumar,AFSM-001,2025-12-15,Present,0,Generated default Present: no absent/halfday mark,f93e5727-1097-5b8a-8d7a-ef076068387b
Alok Kumar,AFSM-001,2025-12-16,Present,0,Generated default Present: no absent/halfday mark,7ebb982e-394e-5f46-9bec-e49239d6fef0
Alok Kumar,AFSM-001,2025-12-17,Present,0,Generated default Present: no absent/halfday mark,bae5bc51-d9c3-5ca4-aca9-f57d7617ccaa
Alok Kumar,AFSM-001,2025-12-18,Present,0,Generated default Present: no absent/halfday mark,95a43305-04d0-55fc-970d-ed8c37898ffd
Alok Kumar,AFSM-001,2025-12-19,Present,0,Generated default Present: no absent/halfday mark,5734e184-b645-58b0-b43c-6349f795c868
Alok Kumar,AFSM-001,2025-12-20,Present,0,Generated default Present: no absent/halfday mark,d4251911-2929-509d-8f2c-b8be4adde80b
Alok Kumar,AFSM-001,2025-12-21,Present,0,Generated default Present: no absent/halfday mark,d57b465e-223f-59a7-a4e9-339370b02ce0
Alok Kumar,AFSM-001,2025-12-22,Present,0,Generated default Present: no absent/halfday mark,9a7f56ff-9788-5aa7-a092-ec29dd0f75c7
Alok Kumar,AFSM-001,2025-12-23,Present,0,Generated default Present: no absent/halfday mark,f4e78027-01d4-586f-bc73-f0abd6ad457a
Alok Kumar,AFSM-001,2025-12-24,Present,0,Generated default Present: no absent/halfday mark,a6c7f9d7-cf6d-5936-a29d-2ba3499a16b9
Alok Kumar,AFSM-001,2025-12-25,Present,0,Generated default Present: no absent/halfday mark,ef1f2f6a-3114-586c-9a00-beab3ad57f52
Alok Kumar,AFSM-001,2025-12-26,Present,0,Generated default Present: no absent/halfday mark,69f44642-c215-5169-8f44-7e69cc14e44a
Alok Kumar,AFSM-001,2025-12-27,Present,0,Generated default Present: no absent/halfday mark,a5377cd9-c976-5afc-b632-31c55ea781f6
Alok Kumar,AFSM-001,2025-12-28,Present,0,Generated default Present: no absent/halfday mark,619bebb4-7318-564a-856c-ffb83c66eb59
Alok Kumar,AFSM-001,2025-12-29,Present,0,Generated default Present: no absent/halfday mark,795392a5-5842-581c-9b29-ed6828012d81
Alok Kumar,AFSM-001,2025-12-30,Present,0,Generated default Present: no absent/halfday mark,f1765465-2973-5cb2-b853-de93743eb131
Alok Kumar,AFSM-001,2025-12-31,Present,0,Generated default Present: no absent/halfday mark,4d5187a2-0c25-5473-a6be-c233c849f26e
Alok Kumar,AFSM-001,2026-01-01,Present,0,Generated default Present: no absent/halfday mark,b4b4b6d1-65d5-585a-a880-4319a16ac980
Alok Kumar,AFSM-001,2026-01-02,Present,0,Generated default Present: no absent/halfday mark,f09b1eae-9586-51e4-9faa-eae02a83b40d
Alok Kumar,AFSM-001,2026-01-03,Present,0,Generated default Present: no absent/halfday mark,d49d9157-3b13-5817-8253-691ee2e5bc11
Alok Kumar,AFSM-001,2026-01-04,Present,0,Generated default Present: no absent/halfday mark,ade96267-d5a5-584e-9d48-33cc610752fb
Alok Kumar,AFSM-001,2026-01-05,Present,0,Generated default Present: no absent/halfday mark,83566f6d-97c4-553a-bb5c-148abd50419f
Alok Kumar,AFSM-001,2026-01-06,Present,0,Generated default Present: no absent/halfday mark,d612572a-139e-55bf-8124-9c0310fe4ad4
Alok Kumar,AFSM-001,2026-01-07,Absent,1,Excel import: Absent,82a38032-8985-5c7e-857c-e8d94087c765
Alok Kumar,AFSM-001,2026-01-08,Present,0,Generated default Present: no absent/halfday mark,5900c7ae-cd68-5e50-8770-24c68a89e714
Alok Kumar,AFSM-001,2026-01-09,Present,0,Generated default Present: no absent/halfday mark,db7284b9-f788-508b-bab9-2d54b7998398
Alok Kumar,AFSM-001,2026-01-10,Present,0,Generated default Present: no absent/halfday mark,e649494c-71fb-5867-a69d-7bcd3a0742f0
Alok Kumar,AFSM-001,2026-01-11,Present,0,Generated default Present: no absent/halfday mark,f03554ec-0011-5bd3-9934-77612ba90a32
Alok Kumar,AFSM-001,2026-01-12,Present,0,Generated default Present: no absent/halfday mark,1267d460-ef76-5437-b349-3f6632af0c13
Alok Kumar,AFSM-001,2026-01-13,Present,0,Generated default Present: no absent/halfday mark,a3df9a08-f41f-5f80-8e75-a964e76ca1ee
Alok Kumar,AFSM-001,2026-01-14,Present,0,Generated default Present: no absent/halfday mark,317a6684-73ed-52eb-b711-f9c2fa40da30
Alok Kumar,AFSM-001,2026-01-15,Present,0,Generated default Present: no absent/halfday mark,95ac1634-d7e9-587c-b13b-3cbac7376692
Alok Kumar,AFSM-001,2026-01-16,Present,0,Generated default Present: no absent/halfday mark,9444cf7a-e9c0-5707-86ee-c8a56ea1149f
Alok Kumar,AFSM-001,2026-01-17,Present,0,Generated default Present: no absent/halfday mark,1482bfb2-fe71-5137-892a-1084e9ab21b0
Alok Kumar,AFSM-001,2026-01-18,Absent,1,Excel import: Absent,0718aaaf-099e-5b5d-9e35-47c3b9ce5f37
Alok Kumar,AFSM-001,2026-01-19,Absent,1,Excel import: Absent,1f3bbf02-e17c-569c-be8a-6b38c95aa1db
Alok Kumar,AFSM-001,2026-01-20,Absent,1,Excel import: Absent,24ed488d-c7a6-58b0-b672-e04cf4a9d8b9
Alok Kumar,AFSM-001,2026-01-21,Present,0,Generated default Present: no absent/halfday mark,c862e9ac-f1db-5129-8a64-11b7857eb87f
Alok Kumar,AFSM-001,2026-01-22,Present,0,Generated default Present: no absent/halfday mark,00dfc7a9-7102-5aa4-a7c2-35ec24a0d212
Alok Kumar,AFSM-001,2026-01-23,Present,0,Generated default Present: no absent/halfday mark,31a8258e-b560-58a7-9d72-2f32325c50e4
Alok Kumar,AFSM-001,2026-01-24,Absent,1,Excel import: Absent,4743d6fb-fadc-50ab-9208-9e156f0fe185
Alok Kumar,AFSM-001,2026-01-25,Absent,1,Excel import: Absent,d06e1a5d-1639-5d9b-9408-842b1c090c0d
Alok Kumar,AFSM-001,2026-01-26,Absent,1,Excel import: Absent,076ce4f7-0012-5c88-875a-67ce76fe3cf8
Alok Kumar,AFSM-001,2026-01-27,Absent,1,Excel import: Absent,cce85e55-fdca-559f-8e98-6eb14b3669cc
Alok Kumar,AFSM-001,2026-01-28,Present,0,Generated default Present: no absent/halfday mark,d9d838bb-2f4c-5320-95bb-72fbad68491d
Alok Kumar,AFSM-001,2026-01-29,Present,0,Generated default Present: no absent/halfday mark,f7a64f4b-9de0-5ca5-bbd4-14dfe00835af
Alok Kumar,AFSM-001,2026-01-30,Present,0,Generated default Present: no absent/halfday mark,91a126e6-6078-5cbd-a34c-9fbb48235064
Alok Kumar,AFSM-001,2026-01-31,Present,0,Generated default Present: no absent/halfday mark,02aa05e3-3ae2-5542-8a03-a60cb1296eeb
Alok Kumar,AFSM-001,2026-02-01,Present,0,Generated default Present: no absent/halfday mark,a19c2acf-2d7e-59d7-9a2e-d52b59b63899
Alok Kumar,AFSM-001,2026-02-02,Present,0,Generated default Present: no absent/halfday mark,c8129cf8-4688-518f-957d-bfc5052648e6
Alok Kumar,AFSM-001,2026-02-03,Present,0,Generated default Present: no absent/halfday mark,c9a47df1-89d7-5781-8ed1-be4e8f9dcbc1
Alok Kumar,AFSM-001,2026-02-04,Present,0,Generated default Present: no absent/halfday mark,8f9d49d4-ec22-5aff-a5d2-0325c72d2224
Alok Kumar,AFSM-001,2026-02-05,Present,0,Generated default Present: no absent/halfday mark,f6bc93fb-abdb-59bf-ae13-a85c4b07ae8c
Alok Kumar,AFSM-001,2026-02-06,Present,0,Generated default Present: no absent/halfday mark,8bb0672f-5f1d-5684-b05b-4254e3e85c64
Alok Kumar,AFSM-001,2026-02-07,Present,0,Generated default Present: no absent/halfday mark,4d1478e8-14b9-5ef3-b694-dffdb9ce9b02
Alok Kumar,AFSM-001,2026-02-08,Absent,1,Excel import: Absent,474f446a-05cb-5d51-a047-8abca413a5be
Alok Kumar,AFSM-001,2026-02-09,Absent,1,Excel import: Absent,34138c59-a1fa-5903-ae15-90da77abb57f
Alok Kumar,AFSM-001,2026-02-10,Absent,1,Excel import: Absent,5b6748a1-bb6f-5119-80bd-b9dd87d6b790
Alok Kumar,AFSM-001,2026-02-11,Present,0,Generated default Present: no absent/halfday mark,d6bf3d09-c0da-576f-b847-c3008af94941
Alok Kumar,AFSM-001,2026-02-12,Present,0,Generated default Present: no absent/halfday mark,d0a7b662-f863-5b48-9398-b30cf5dd7d53
Alok Kumar,AFSM-001,2026-02-13,Absent,1,Excel import: Absent,b69bb10a-d5da-50e9-82ca-42245f25d979
Alok Kumar,AFSM-001,2026-02-14,Absent,1,Excel import: Absent,96a6fe1e-d8f5-5c90-b438-af09e1c2390a
Alok Kumar,AFSM-001,2026-02-15,Present,0,Generated default Present: no absent/halfday mark,2d9d9a84-f4b3-5702-88ab-0aa5133c96a2
Alok Kumar,AFSM-001,2026-02-16,Present,0,Generated default Present: no absent/halfday mark,779a8a00-077a-5518-a8a6-78fba36a091c
Alok Kumar,AFSM-001,2026-02-17,Present,0,Generated default Present: no absent/halfday mark,53c17c51-c467-577f-923b-ee459ecd97dc
Alok Kumar,AFSM-001,2026-02-18,Present,0,Generated default Present: no absent/halfday mark,42b0e331-1d2c-54d1-990e-3f722b24c18e
Alok Kumar,AFSM-001,2026-02-19,Present,0,Generated default Present: no absent/halfday mark,c0ba3846-d892-5953-9140-38b03694c10c
Alok Kumar,AFSM-001,2026-02-20,Present,0,Generated default Present: no absent/halfday mark,5036993c-35ce-554e-ad07-a6fa6a19f7d4
Alok Kumar,AFSM-001,2026-02-21,Present,0,Generated default Present: no absent/halfday mark,dee14a8b-5887-5f20-9c9a-8602544e5189
Alok Kumar,AFSM-001,2026-02-22,Present,0,Generated default Present: no absent/halfday mark,02f0d88d-1378-52ce-8a6e-0b9229787298
Alok Kumar,AFSM-001,2026-02-23,Present,0,Generated default Present: no absent/halfday mark,7a1d698a-888b-5a05-a196-42804c8780c9
Alok Kumar,AFSM-001,2026-02-24,Present,0,Generated default Present: no absent/halfday mark,0be95473-2ead-56f4-82db-ac6f24119009
Alok Kumar,AFSM-001,2026-02-25,Present,0,Generated default Present: no absent/halfday mark,dddd215f-6815-5c9f-9a97-e8803f1e9bb4
Alok Kumar,AFSM-001,2026-02-26,Absent,1,Excel import: Absent,03bfd413-b6b0-59a6-bb1a-860f9ea3084d
Alok Kumar,AFSM-001,2026-02-27,Present,0,Generated default Present: no absent/halfday mark,70adedc9-0679-5f12-bb64-a3581f229960
Alok Kumar,AFSM-001,2026-02-28,Present,0,Generated default Present: no absent/halfday mark,6b0da28c-1846-50ea-9be4-34137bc5dd80
Alok Kumar,AFSM-001,2026-03-01,Present,0,Generated default Present: no absent/halfday mark,f65bbb24-7d34-5f72-8b39-65b453e8da5f
Alok Kumar,AFSM-001,2026-03-02,Present,0,Generated default Present: no absent/halfday mark,35c28bdf-993b-577e-9158-bde54b98b499
Alok Kumar,AFSM-001,2026-03-03,Present,0,Generated default Present: no absent/halfday mark,54aa0672-705c-57c1-bf36-9da2b41e7cac
Alok Kumar,AFSM-001,2026-03-04,Present,0,Generated default Present: no absent/halfday mark,0a37b7ec-815a-538c-a273-1bac13c2bcfa
Alok Kumar,AFSM-001,2026-03-05,Present,0,Generated default Present: no absent/halfday mark,4b153472-35e7-5fb1-94d2-799552484799
Alok Kumar,AFSM-001,2026-03-06,Present,0,Generated default Present: no absent/halfday mark,245c7476-f88e-5835-ab2b-619c3b4e3c6f
Alok Kumar,AFSM-001,2026-03-07,Present,0,Generated default Present: no absent/halfday mark,9bea1133-ed2a-5346-ad76-86b9c8761451
Alok Kumar,AFSM-001,2026-03-08,Present,0,Generated default Present: no absent/halfday mark,8cb57ef6-b0e2-5f1e-b392-ccaa2f07349f
Alok Kumar,AFSM-001,2026-03-09,Present,0,Generated default Present: no absent/halfday mark,c251e1da-8954-5a13-a193-f72184f1fb0f
Alok Kumar,AFSM-001,2026-03-10,Present,0,Generated default Present: no absent/halfday mark,64f7e096-0f9a-5514-a8f5-9d2399d32802
Alok Kumar,AFSM-001,2026-03-11,Present,0,Generated default Present: no absent/halfday mark,d7359bcf-cc7a-5d99-a542-aed2e5a32733
Alok Kumar,AFSM-001,2026-03-12,Present,0,Generated default Present: no absent/halfday mark,a15c3486-9324-5aba-a27c-7302161d0b3d
Alok Kumar,AFSM-001,2026-03-13,Present,0,Generated default Present: no absent/halfday mark,cf68db1b-7522-5d81-a476-57485d731973
Alok Kumar,AFSM-001,2026-03-14,Absent,1,Excel import: Absent,f00f63d8-f21c-5b32-a2f6-99299a1159f4
Alok Kumar,AFSM-001,2026-03-15,Absent,1,Excel import: Absent,62bf0727-7746-5e16-a493-a15394de30c0
Alok Kumar,AFSM-001,2026-03-16,Absent,1,Excel import: Absent,5e97fb9a-c5cf-5491-9e1e-ea262b6f521b
Alok Kumar,AFSM-001,2026-03-17,Present,0,Generated default Present: no absent/halfday mark,480ab71f-85da-5ece-a927-7cce95fbfe36
Alok Kumar,AFSM-001,2026-03-18,Present,0,Generated default Present: no absent/halfday mark,cc05cfba-b236-5faf-8f49-f72299a32788
Alok Kumar,AFSM-001,2026-03-19,Present,0,Generated default Present: no absent/halfday mark,4bb36639-f2c6-543f-a030-578cbe881217
Alok Kumar,AFSM-001,2026-03-20,Present,0,Generated default Present: no absent/halfday mark,2eed47ad-cca4-5b9c-bc2f-df8c4fd5747e
Alok Kumar,AFSM-001,2026-03-21,Present,0,Generated default Present: no absent/halfday mark,c7f4fa5a-fe4a-567b-97a0-3736b57222b1
Alok Kumar,AFSM-001,2026-03-22,Present,0,Generated default Present: no absent/halfday mark,93264a2f-bff7-53a8-b993-3ef745d9202a
Alok Kumar,AFSM-001,2026-03-23,Present,0,Generated default Present: no absent/halfday mark,41c6568d-7541-5e03-a0c5-9be7408f8397
Alok Kumar,AFSM-001,2026-03-24,Present,0,Generated default Present: no absent/halfday mark,1effd7ce-38fe-5196-9197-e6c6d8737bea
Alok Kumar,AFSM-001,2026-03-25,Present,0,Generated default Present: no absent/halfday mark,560d1a83-806b-5117-9129-92f59b8bd6cf
Alok Kumar,AFSM-001,2026-03-26,Present,0,Generated default Present: no absent/halfday mark,94d8ecb6-095a-5673-a621-298a33eff598
Alok Kumar,AFSM-001,2026-03-27,Present,0,Generated default Present: no absent/halfday mark,fede09fb-3d19-523a-b4ad-40fcf3809ad5
